line_id,jv_id,account_number,auxiliary_id,debit,credit
2056,2725,syFdOzhjoDHxf4Vl8nIyoVmqXFG89SmHvYVZtmt9rGqaw5Extr,AYtB8NCBPqHI9TrNKq4Mgmou7WXCb7ESA0kEu2Ty7qdM6mxNVu,923.50,959.65
2057,2350,zcoptTAIs11uI5m6YH3y4mJsjryTpypHG6VXn7KQ85Ew96jW0y,dwoSyxRpt6Ij6boW8PCbVrRGiOVGaPLP5sL2SUQoyOHLcV5tJO,28.25,615.25
2058,2437,DqbT8sAfCvN9mQt0l0LhkwlLNMiQyk0wQ7JrsP1Du10FhXk5z6,vVIEeYIJHY0pqcoiTXMTNUdyZNXI6gWUWl0cFuo79J9g8CgeVR,663.04,754.16
2059,2205,G8FmTZCqebczMtrtuD1yRAuiUgk7PJYHlceGz02u1mweMNe0eI,nSjc15Az242PIwjNuGEEfwBNpy6b2UK5R7XyvfMpQnmOVsn3iu,609.30,319.27
2060,2710,6XdVYgqfh4c9L8nBUORw6fjhvClTbLb4bi8i2kplDMvIKw5QUW,ZSNk6m86M9o9e52aTb9nA5iSr2wxI4NOmpnqCGRYoauOueV1AV,571.56,454.98
2061,2120,il2HnqfsygNt2dqN2obRH25AWPx4zcDo1o9lPtKN3dZMI5fC19,NrUdQfFuyfqbd9cybpvgNz78WpWPb3fj1mGz2jhsT71HAHvJnK,484.74,887.04
2062,2269,8r6jCDKZTYlzveF7LB4Z6hVnjGU7pl1lYUdRsat5A7StIXmAGv,n8Q3iFdEGmTha58HeV0Tk6OEh4ParFbK9xuk8xiSEQz3m7nfEn,264.78,816.82
2063,2366,Caop2OreWs2hydOhMjRdR3LqFW5AejI6hDl4vAWMiogQdcMoIq,CpIycY6LTka48IFfk18O1JsGKGsN5UpKbJQQ1LYB1xLZHcmCve,758.56,972.78
2064,2361,Pm3dmZ6OlC39K5rfImgvBLRlFql9vO9fnSZnQxYo25Us4sFjIu,43DSWuNrTRCLuoSrOs0O2GzvGQWKKQzlRTLi3XDxn5u3k02GGW,217.69,145.46
2065,2723,nxkh1uUDFCTsv4IDg0vtC3CMFbRU70klwbLSjUwDj0fDGATdzL,41DEt7qesUwPIc8Nx93cut6dJecrlju8XtHcVYp7yCG0IenuE7,119.99,905.12
2066,2631,4S1iB3WZ7UnlVF8sUIpXKEJnHW6XEiOxZ1IsCHxt2HvDkDjAm0,GTIS0KLUmDzJZPOOAzGxMEPPsmwnbq3DOtX5FZY0iniKcM2zzM,401.18,779.41
2067,2041,cEc9kIv0G6xSrImFJTrmIkmpf7qldx4xAVWWUKg7HPVJJNQUOP,RweKUMSDWCUmxjzYzW9r1SN0JqsTxqDALTEdimNuf76GiRqFe5,217.21,802.45
2068,2771,IhJ1HFXmDcEaOjD8kJ1OmMruY1TbUGAGHClwro5gCjmv1EIsMw,zigdk3wRncOIaDL3KnGA5ruvC8t8fcOJQBNgis2z64YJg6pCD6,951.12,453.90
2069,2819,WASEV1rfK4FGIKWX18iwtopHvYkN0aJdHDjwiwlK1L5KkpfqkF,IqdAKqBNUi5uXnkdXRAcvrjP9pNVCPFheibNHnDoGSDq2KU2lj,113.23,474.97
2070,2130,FeMSXiGmVbcpwhOc0JmGXbdan3yyF0MC5BBKy2t5b0HFT5GxNd,2pSlWC2V2n1RQPMbg71eCXzUgFukNwyqRDRMzpiF8M6VUfy5SV,986.06,838.88
2071,2777,GzFjtDjf4w8r0yq8v9Za3C8fHETLuMvmV7Ptx0AEoaSHqrsUKS,1S4RKOV2ABYiU0wVHznPTo6iJ6kKFsv4aytYhG2OLixDoeaQpo,275.74,110.94
2072,2989,C088P1q0zYfcumv33WCVwxu3jRwfOOe4Gy024kZLSn4G4G6hLH,fTsv4N8H1tHHcmz4xH3cKY9Ws4D7sU6oI7OiehbZ0rh6ITq8G4,263.94,837.45
2073,2549,luirojySeAFH7nnEUjR7hvFwnF1abpBBNRI83OJ0ClS2mkdxai,E1f0gMw5568DJnBwwpiucKsszFMZvIq7j4vQ3Z93Zs5inq4joA,70.36,953.40
2074,2617,jZXpSA478L3abep5yxaVqmwPCrvofeQPJ1eTzyDFhzDDkMowGG,7y6drTCXOzirDqBLHYSU1X3rM6jsOQu3sDUoZE272DqgImoBXh,285.54,547.53
2075,2546,8DO8JnbfrolnUKzBeLkHFBNRfUbSQhVpGiJzriphlSWzyCaqWH,Lj5zyaQISfPQltZN9IvzxP3MDxfGnjUeskV4yzbSZLuvLMB15u,496.13,16.51
2076,2891,jBoBbd0iZ5zKULGrmok6zmfbt67QgecWDDIVLDGvNozNKgb0bO,koPsXcCIrWkf0tzpJTh9ckbJAxHR5J797dWSKLjNGKiDuxMIeT,100.68,824.35
2077,2628,QDuPk6NuAsXsvpOfL3UhvmCtSLHSllOsa8Xtd0Hvtr0jPqHMZT,ouGXVCcowjVXcL7pAr8LrXIH1aI6yu2G4MgstGepNVOtXuHTk1,401.64,628.00
2078,2123,DAG2rr1ZxQhbl36XGVvqfQiWCmYpItVA8JrsCWHZ12HAemTCPf,vmyUiN2j94jnlGdDw6q871y5uEEamp9s0irnX8hdkys060Is1D,977.84,167.19
2079,2404,oS1OzfLYySOihJKY3hPQkdwaM2kLcMjVlynoOJki8QHMd3MwvK,Gvl2Jlm5RsMyF5hlVTjzBVxj2xtEnGU9zWM071157msIc5jJpx,625.70,227.65
2080,2359,xD7e7HiR2Po5MphzUGyt9T2LAl3VvExymwU4ziUV2bZjrPcCAP,lLAjFMdEfB4kQHw6XnpHHXHqIXLVlfPc2fcUpbIUTduMXtarTT,585.34,739.14
2081,2624,QvdEWWUSWGDFdd2dBCtYwNJ7Fi78wLhqSDht11fSs8J4oYgsta,vSvrxRm1ZUV91ecUFTxYvJft0YkXjKB7IDKC4s75n6pfUTvWRO,415.21,742.97
2082,2551,GLoo362yNODEmUD8cPM3IBaLIW7BvCbBJIflwlbFztswcD6FBk,PYMTvAhbSunTcADxzsoPotp8C6oAr9ezsUo2wltx3JxLideAXN,99.71,38.91
2083,2530,etBjWBiRuP4mlzqiyealXM6T4NrUhg787NptY8KMDtilCRcjIX,3GTSnMC4cNIn9lIlemo3Mo6IdzMvB8WX1q6gys2z6U0IDKufWe,551.88,743.38
2084,2801,AfZhmESoGUdvilIGofsyXgraPzvzEzkGBxHJWd870cJfL9ftT8,VvVxFC2YCSa4G8WLZV3siBWD5ZRNYGr3cSAvZM6vetTnce2nFT,864.16,622.34
2085,2294,LAPsDOwspTWo5hULYrpqF6KnG7sGZe26fG3sDSmKRAmTWamnIl,co81gjm4O4W8twsFZikiFd56TiJjW5fbhUsMBKg8RiIXrbQy3p,706.13,773.55
2086,2732,UaedKdOH7K0fi06AzPoFcPUKdG3MMIkiBf6KO2h9K0dDBzB2Qp,4VYWDPzwa0TBpoldWxkJR3WGtYEtJIqS9DNgrFItgHlH2hFB03,378.52,84.12
2087,2667,P4ptYjlxxGVMepI33EnmAJNFf8lqvHpBq9rWDGFLWwx1otqoxV,JYBLuGzCo6zf8Qqr8VXjC8rKBxOggbVTZ2V1uLZ2jkST0VymgK,850.04,50.09
2088,2094,2XorlDLoOZVW102zZE8SKEn6KkpbucwprKkz1vKyaaZVclSpjt,eEqjfzsE6bQKLkZhAvU33cAB1IDlU00Bi3CCkRA00n3GgZAr3q,822.91,233.13
2089,2030,56aEX6PpCr3YYcjXtoUwkgSq21neXo24IY5M4RVONM25pdXNzO,7lkAb3tpMQbmIY7ehct09C6XDAOKEJfMrq9AcX1w7iVsAqWPNF,542.45,100.04
2090,2659,QueRn20KP5lZEpgxPY79mmPrJ9g5SDP78hbNaSIAM20Z0Kv8s9,hsLK7Lj8Chfjj4mt2gQB1dhtjUvPVKauinQuwH4an0AsJdRmKz,686.45,427.23
2091,2740,nZmfXSYqktHx9lvl6LeUU4Vb8CKXkDSYeAaq0QlnTRIC0avIGf,bxvPn72qGaLvCUEayGT3fYqrqUAlDKPN1YS2cKdpGW9BLnFIni,925.45,688.15
2092,2911,UpgDZnzegc3LxU2hBLU1xApcVny5zgXB4msLh4egk8GWDW5k5X,I8kYBhb783aamyrXqIIa8ErbBP6PKNg47ZmObmyVe1HrNgX2zG,648.93,519.54
2093,2901,Pys3DFXJ0LgGBnvjbODXUv3nbOK2wujHFv0aip1ad6ZFRJacAM,cFxRDoUh9eBqEvfn8LFOikUv3i7PmWYggeyQgDHH3NT7CO2YZP,650.55,104.08
2094,2965,9L5uOxgRXAMmXdHj8U2EcXz76OiaoolsBzIy11xQFt4xbKrPBu,6azw1bj3EmkXSYEq48X2PbR6bCAVC200Bqv5VTbr5LdBOZkX6D,140.51,539.06
2095,2024,AhC6cBPaV9ibGpkkGoZBT9R0qISdzeQcQpFEoZKFkC2VritvWU,XtKc4GafxRfBv8D8tPx6Iqum05a4sXUiFxctjHMSdQWF6KnvTh,961.35,564.76
2096,2671,flS1KzC2mi6xcczKAd0IkLTvkWWwocoibhFye3FFjMMRmhX5Bu,hfwYgdPsw2nWaSulPCwbnRiWVZ2jhFKI6c6ld3JYNsCyeupkQo,944.99,701.34
2097,2811,5hrkyqQX6cc9xw9LZId8gzD1VfHfn5dJTtkr58P8M11OoLjumA,mz0gUxgzvPrhBj1zcCfovp3c6Iuq9ViTH3jtGHUEen8w4QHrcm,257.79,658.25
2098,2740,7XH8REZNeyAd8HqvPN7peBXIaseusc0aBfW9X8W3gfBLYBRPef,Z4KaOEQaAYb8LExDwglP6nwnj6UA7bCm89b7WkYEG78NOK4Xqt,400.60,708.77
2099,2534,BBsNLXT5CkmpUV5r9GCb1WLPdfmuTB0DIh1xCLuzdhonk7GDTe,yaAyfxzl4V1haZYn72ZwJNIKu6QBJ3E7R0c7xnuyQJ2RflgefQ,120.75,903.52
2100,2113,joHE1GuuNldXb4mJuTeTimPBJIjHWCFYpnbd3WH8wATAHJ16JF,i2P8RtUwQJsqHAEyknqOJ1z5fZJW1TVwkdvhmqlAzuQaDfJKyI,195.35,714.59
2101,3011,fBp4S34LTqwULL4RIv0EyI5pI2DFFkYd6SIOeS8mY2conBoALf,zYvXKkaYFdj78mOmE5i4Kral0wE8m82kisROghCAhGoYWjOq8q,324.05,338.26
2102,2286,vcMwf3uu8ND05xvimD9NEt39NJ77IefP6INQ8bP8bbuLkxFLGB,qo6VQrebv6QRAoiOaWLFTLbNey2GDEVVxtffUsWZ0PoACtj1oT,197.11,843.24
2103,2114,cnxfCGVMkHuGTzEbfRVAZqcN7KXYFNNoeAq20zEMlKIgO3rIl6,A8lmtwZXokjQo5SPMMcVPHSWE9ralyBwybnVmEgMQgXOkurpIH,72.03,115.80
2104,2825,7VB3fJhQCP9xzCSHpjs1ylqyfDS4bsh35LItRzzUZNpeo6NgyV,nVjqozW2mWk3MtqGWlOSrE0E2Hjla0sMuaVwrl1vQnoVVDRQbY,142.05,586.52
2105,2638,iVKvJNnBa2rLFSiz5dyZYb1aLiV2Us80MH0tTscHjI5e6OEpTt,Z0nTpPqbOnOQJiAZFm6DIySgUjDPEycU98rUsSQ7CvOvkvakax,634.38,890.25
2106,2524,QtgeTOnPcARkKHF86Fz47LYaPyx1IuOPPKPabeFKc7u30o1Dcd,lTRahgdwTPLaUOvk3mmtDXnDBnXt0OWkSO1wUA5OXklKa0qtYD,336.53,939.40
2107,3010,GVVGn10uwH5uPgcF9DPD4ayqSnFoi2uZdE1ZE3CZstHuxHb41Z,xwr9hZijU8bC7524MBttsDOmliDJXlfgdDoGgv8iuMb9NfAhS8,783.53,223.18
2108,2267,oIPibLvZkiyNqq1ZhblRxKw7PmdNz8KsgZWaf0BQsh3WZDTjqK,qNh6WOhWFqbhJMg2jsoVpSX5ayWJ0wYzfHbkzfpP368eaD9SXO,273.55,645.88
2109,2705,Kz3pYgTNAXPnWUKuZKNsHwaw2GYPedMvHD84x7HjsHhuyxctY3,DNRgfWKG9JTX2hKvdK1uSTbIk70W9VlHLbiM4o8JYufj0yI4MC,51.74,513.04
2110,2437,kX7MJwYagJUDO7JX5jVJUYDJ1g9esKsjhPtad2kFofGkz3qJNC,iGGvxs69j3k1tlUrc2comXf0a5xVtrkCXqKoX1N7lyTUoHozto,476.94,464.95
2111,2458,21J6w1R8v0ZG9rSqiEYoykTqHuseuBpsJeQ9XFz3MTmmDfcq0w,wNSErfRczqZOLCUZM4lXhK53OlLXrzlfD5fg9vlBuKhyKbqWnp,45.41,941.10
2112,2898,gKvPeHlBvRjukBjR1QxYpUQdiX6gO4YCGygZqAjzV2CeyH0Khv,p0DDQbs2H3YHkrz10m1uv1OLDNtT7MKNMueUu1XeS5xOsqlxoC,205.02,404.97
2113,2981,RgiPFDYqltEVOzLkXFUPfcYTZB7Oi9LKdeg6WUN72JY4n8MxIZ,kG50TkD14Bjg3g9YV4bmsguaSCBkxVboz0CknJjcNzi6FPUv6H,759.94,468.76
2114,2295,1wYrxKThQsMcIQeLBmyklTLxKQh9wXtVkSqmUWbg35wnK6pF2h,9tombhgBIDj62ct9YqXKZQ1zPaYoa44TxwHkUHP2SusEDni8It,67.64,375.60
2115,2661,7e3bq29vpAhVGEQ65BBz5hHz0cxvqwHHbiQeBRsZ7Ld8JKGcwL,SPxcDLNIotmLaxRqVkDjQgrMyB3hMxWgNfdifiS2UhT86A6WSC,736.68,710.68
2116,2819,kXh7F4QCiOTZ2c8Gn2WblNHqXkGIKL9YRMPTHTtnppPLGJcqVN,wRMXYN3mXzqsuvbwLvbj4BpspxUTyBCv5K9pnnMvqKmm2BtsLQ,101.88,852.61
2117,2730,2eRHeFYzsOSzeGmGTn7r4oyzc0IUN5s5Fi40Grayx9NP5qmT2N,qaVJk6ye9YcyohUg6T6wuAk29If3rmTJRKP9OmPj5zUS2DK6k7,988.34,385.76
2118,2500,cBlCiB17d2BSAX7w6tXXpn5UW0yznVjRBOy6eYelJ8sVMR6tbQ,uyzpLUiN90pNP3014lPUIZZKHD8EBRyf73AIUhmbcl23Xb9nzL,22.69,605.23
2119,2395,jYhMSACPUAXGPFtZ6G2NjeswYvG8l71bCnHZSVspR6x9nlabva,SvzcF1JsipbazL81YIfovEdIU9cDPGaSuloiBukI2JYJ0dqtc5,35.07,853.29
2120,2615,i0lEtgM5CImqXY3X2KJcUvrwQACNet0MtjWNis3nz8YfdGXu9r,PXVC8UsKFlwn6c6g8Mp9zbak41e0GHihpKwSzKjPpLTxmoyOyQ,584.05,953.70
2121,2205,Be4KRCkAiKpdildWBbjqXT8oQ5CYQaV8dazvVm6K0OxbvGxKGP,L1z7rg0waN8AhSpVEuwBdIowoFeXGbPZ8QB0RT9kkLdahr3Twv,565.05,972.17
2122,2043,sF53u1GmjNlyeHKvwlr4419L91LcoYCnA2c31evUdZxCoI6uDy,Nx22XA6l8XemFxc1kwsjlqGN4haq9d1aq3SHJ6OHC1lbmYn757,343.10,199.12
2123,2440,wkjJhQ7Ofaj2NKtU625yQZndPldEcGrpm1C2I2bhapPnACt5mH,aTW22aqqjJbkaTunMAdodZprWF27ZpnPoB1fqLJFFzKdhJSj13,588.27,97.20
2124,2276,d8HAqfhCwPtkcpiBix66djNfuA0A04Ok2UmN7HVOtBPBrvbqvs,byd3KTwT8MYcAkQ5GE675Gj9BRaFV03VvH7EtD7hXx9IP2mFin,732.84,502.06
2125,2055,J4US9fPoPKho2feAj3v4ngUtR2yCIDdqiBAOYvO7zA2HZFghB2,smoxf1yBDC1ew9o1YjJRLdq3uUxgPjSeQfUDSFgAdrJmiIdw6t,998.77,808.59
2126,2043,XA853MDkOjFPgVfouiWWiCcqkdUtlUBMBFpqkIXrsVmBpbXWPA,VIovFFqC9Vk4qpu9DYbSaU5CN7sSuw0Xs8qOf7mjxhYRT2yYNJ,662.45,981.49
2127,2196,rcZlQR4vulfj8Fis2862e5cjAfkp3DTjf9ZrEq8hRth419YQ8L,zQyAmZCWJnWgtPww1WRwvqlXkbw2cIkvKxKsCXbCrmr10KLFcd,143.51,906.01
2128,2646,xZcOnvMTSMvankFkqTwHvCGv252zYfFNOUsYAcqUuQs6Dlb42C,3yFTuh2h0aPBHRgYe79DxqvCnevIyDwkHIU7hjDapF5tMl9QJR,272.43,104.51
2129,2726,3wHt9JJB9oTzvbCqDbvau7VeB9VCNOfwchefP3s4VsC70rzCrL,pZ1N6WjdmBALAGffkNJPYwetZmb6OA9Uw2SLuFGilI5zwfPjJz,34.96,719.15
2130,2159,3XyIzpZVdIDh7veJpoLeHTiK1V7Tw2waQ5j4ysvMAEVzZ6bhEZ,x9Lw1wYuoJwmVrDhQuSdPagD1PiHw3PrA3NaIn9AgpXeFUMl3s,688.37,987.72
2131,2304,0DdoyGMRc1WPNL1wVYRc4HN7kEmIAdMGT0x10kU5LAuMxmA7UW,iehuVOlN901FpcgANp4IGXXyXRg37t3AHp9G267sQJJcddb0J1,349.72,574.94
2132,2185,u6tKYHpJUqjSAoaaHfzr4Onb9QRRHvEUHiWg0nbuFxsOWRroox,XmAjVGVeCNKjEi2ys2BwrrOtpbZ5mV8ECbt6G3AKmOOf8O7eSB,903.87,961.08
2133,2017,zyBBiEkpZLpFezMfzYpiJDoMEXectXTyK5QLj33bLVqd35hyNp,I15I1eW7b1TQAwpjDAMFmeK07L7hmmrjr3sdbcQEGmksQml9rF,62.51,313.10
2134,2961,Kkf30LVj60CJBYW0otMC467rHB7V6N0wx3l92DKeSOkxVy2xQw,HJlyx9Z9YP2QQ6zDjAXa5VUjuWj4iiCTvneHny67XWbqXUclIS,282.04,324.72
2135,2785,vB0RNjRVvUaj1obl01YeOd7cl8fTtorsHdd6J07jdPdh2ttKaz,tdekagsI4oO6DdA55FiY8eSTJGNV0g4aL0Mlz0eXEUbKss7ZNI,337.59,291.64
2136,2288,OdM0WQhluxCuRPca4w3bs7yFmZOdh5ue9BoMNBiJgsrliyVADs,eNpZ6QwWMmA32fsUaLX1nYPnNMnuBiixdK94sOWrRo5FDhNTHn,254.42,410.56
2137,2206,c6xqZU7JQBduEkPPyeEAlh05Z5t5v3umTQeBecIQBRI3xu2z6M,nmcj2mMHBOOZa2FOX4zWgcopSiZcO06NaFeDzoo57r66ZX70kd,79.90,809.29
2138,2615,600f9nLiYsknthKIdPZPLN9Uh5yKU9gnKJXkAO7Jj4Hh4Zo9hk,vx2VhqiMOu5RRnyWwfchn7KLYtwIkgAdXyDK9f2DEyaBZ3D1Kl,958.33,887.16
2139,2020,qeU1TxbEdevzxupudN2DpzH8VjrZHahaniofOE0LXXcq7aSNW9,N3GBj3N7LFcRA1dlHFH5z85rrHe7GCRJ5giAwIn4Mg6KqHcoPy,347.97,281.61
2140,2164,BaePpTXQsQM7VToRO8PJ9oxqLHsKCYbjnTNdpNoP269Lv4HchO,hy2emCVVuKtWjEg2bEt765ji5Oi61lATE3HYpnWTolliZ1iBzg,323.18,301.40
2141,2106,P9oXNNLCknq2iq0ZQSoYVkrBkWllTVJMPAq2UYS1nk7s2PoilH,PLsraYshx5I9aEpsas4M2pfixeYkbO1HvRmMtv6Ns3tspiRwtF,597.31,214.74
2142,2723,bkblt0yGBB4RI1ByTimrJmbJENhUqIg3t8MTrOnhfMtbShY2GW,oFRtiTJreQMgDoUlKPEZjIkIeBzPeb092EKT1KfsmHm0qBC5H4,300.80,769.10
2143,2219,heeK5vC9QXaCtjkadodrnHJZj7bV2EqycXhmIx8zyN3fZmmFth,ALNaafcuXvHr3s836I2Alm0eGf8P0UQEfeHbFUknbhtPoGHt8Q,908.45,429.71
2144,2117,YizebJ7SxJf1pMNRbqf4rcmUgFtViWNmM1lWcjrtg5HG8LBgkk,mXCKZ57YfPYzPkW8eSKHQSf7Eir20NwLuao44kKXZMmzC1C8WC,405.80,594.22
2145,2721,AvFbWjJduCU1yyvG5oOZaYL8gnJBP8UYIk52PG9GCbfsnQ5wjc,SjxYxOaPjTwWHOpydB10OVWX4ZewOOslPeB8YyYUET8MQHp6rQ,706.26,397.91
2146,2962,lO9SBdKJjFJOPXUFMyf3eVPyLwdZFqp9Ykjq0gtHFJtIyMuFCn,sTONvvvlgNoBrn9LQ2g1QCiRkWg0WIG4QTz96d0A9hadIw0hYt,131.98,201.60
2147,2914,Y1jJNHhq44oNnfEhNf2I43pFQtURA12XcdAFJtNbyzeXApuhJL,qfilS6usOprGGmdiItl09EcwpTvYyMIlZSleEeemgt9kNySTrD,47.98,152.71
2148,2233,Gyo6PZymUTsHy8Nw40VxTHnZHXyz3ZWT8LE2t1NnXpOekm0idQ,KgKwyvlukaX5JrYSnIhHByrZSof1MZHFDz4R6qeVqLbaICrjrv,800.91,457.96
2149,2655,GBiwkMwMpeP0mNUoYVFj6nHS20Urh974XDMf1KNrTtt3gFcYH4,LShwCoP6awaNBd2eBnxXLhXYhKlbVB5KtO6q4FvWFWvmBNxZBp,921.55,824.75
2150,2407,wyb5fbQ63zmULjGRz7NbTvBjGVrIvy5t8mX5i4plNx3u15IOnf,dilHk5nclyDBG2vg4Rt2ZKj6hrwMcOoqBIFJAn3FDw5NWgPmd8,19.70,21.54
